method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,security_return,business_return,cost_return,critical_host_safety_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,no_post_critical_response,risk_tier
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,0,11,-361.15000039339066,-101.68249922245741,-23.7700002938509,,False,True,False,5,42,True,True,47,43,4,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,1,1011,-321.7999967932701,-107.31000001356006,-23.81000030040741,,False,True,False,5,12,True,False,71,68,4,11,6,2,False,Tier 2 Transient Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,2,2011,-508.349994122982,-130.08500015363097,-22.330000285059214,,True,True,False,5,30,True,True,66,63,5,8,3,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,3,3011,-447.44999915361404,-132.46999907121062,-21.940000243484974,,True,False,False,5,12,True,True,76,70,5,7,2,4,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,4,4011,-360.24999645352364,-93.12500005587935,-22.710000287741423,,False,True,False,5,66,True,True,32,29,4,7,2,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,5,5011,-384.2499989271164,-108.9224997535348,-22.470000259578228,,False,True,False,5,28,True,True,52,46,4,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,6,6011,-331.9499981999397,-91.12750041112304,-22.21000026911497,,False,True,False,33,40,True,True,46,41,5,34,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_000,7,7011,-444.499997317791,-121.28500020131469,-21.270000223070383,,False,False,True,5,16,True,True,68,62,5,10,5,3,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_001,0,12,-403.8999972641468,-110.28000005334616,-23.550000313669443,,False,True,False,5,12,True,False,66,62,5,12,7,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair,11,stage2_ext_016_obj_0,objective_selected,episode_001,1,1012,-455.1499964594841,-119.91000044345856,-22.270000286400318,,False,True,False,13,32,True,True,66,63,5,14,1,3,False,Tier 3 Persistent Critical Breach
